repo_name,path,f0_
cashpokerpro-dev/cash-smartcontracts,contracts/CashPokerProPreICO.sol,"balanceOf(address who);transferFrom(address _from, address _to, uint256 _value);mul(uint256 a, uint256 b);div(uint256 a, uint256 b);sub(uint256 a, uint256 b);add(uint256 a, uint256 b);Ownable();transferOwnership(address newOwner);pause();unpause();CashPokerProPreICO();setToken(address newToken);setTokenWallet(address newTokenWallet);buyTokens(address beneficiary);withdrawal(address to);transfer(address to, uint amount)"
pipermerriam/ethereum-gas-proxy,contracts/GasProxy.sol,"GasProxy(address _owner, address _target);__kill()"
ConsenSys/ether-pudding,test/Example.sol,Example(uint val);setValue(uint val);getValue();parrot(uint val);triggerEvent()
winsvega/solidity,test/libsolidity/syntaxTests/functionTypes/internal_function_returned_from_public_function.sol,f()
bobsummerwill/solidity,test/libsolidity/syntaxTests/functionTypes/internal_function_returned_from_public_function.sol,f()
benjaminion/solidity,test/libsolidity/syntaxTests/functionTypes/warn_function_type_return_parameters_with_names.sol,""
Project-WikiGit/WikiGit,dev/contracts/tasks_handler.sol,"invalidateTaskListingAtIndex(uint _index);acceptSolution(uint _taskId, uint _solId);penalizeSolutionSubmitter(uint _taskId, uint _solId);setPenalizedStatus(uint _taskId, address _memberAddr, bool _status);tHasSubmitted(uint _taskId, address _addr);tHasBeenPenalized(uint _taskId, address _addr);tMemberSolId(uint _taskId, address _addr)"
winsvega/solidity,test/libsolidity/syntaxTests/types/address/contract_payable_fallback_to_payable_address_implicitly.sol,f()
winsvega/solidity,test/libsolidity/semanticTests/expressions/uncalled_address_transfer_send.sol,f()
Fermion-Project/Light-Wallet,source_gnosis/contracts/MultiSigWallet.sol,"MultiSigWallet(address[] _owners, uint _required);addOwner(address owner);removeOwner(address owner);replaceOwner(address owner, address newOwner);changeRequirement(uint _required);submitTransaction(address destination, uint value, bytes data);confirmTransaction(uint transactionId);revokeConfirmation(uint transactionId);executeTransaction(uint transactionId);isConfirmed(uint transactionId);addTransaction(address destination, uint value, bytes data);getConfirmationCount(uint transactionId);getTransactionCount(bool pending, bool executed);getOwners();getConfirmations(uint transactionId);getTransactionIds(uint from, uint to, bool pending, bool executed)"
jamiehale/dao_partnership,contracts/Incomplete.sol,"run(uint value, bytes data)"
celeduc/dao_partnership,contracts/Incomplete.sol,"run(uint value, bytes data)"
ocg1/assetx,009_ReservedTokensFinalizeAgent.sol,"balanceOf(address who);transfer(address to, uint256 value);safeMul(uint a, uint b);safeDiv(uint a, uint b);safeSub(uint a, uint b);safeAdd(uint a, uint b);Ownable();transferOwnership(address newOwner);times(uint a, uint b);divides(uint a, uint b);minus(uint a, uint b);plus(uint a, uint b);halt();unhalt();isPricingStrategy();isSane(address crowdsale);isPresalePurchase(address purchaser);calculatePrice(uint value, uint weiRaised, uint tokensSold, address msgSender, uint decimals);isFinalizeAgent();isSane();finalizeCrowdsale();allowance(address owner, address spender);transferFrom(address from, address to, uint256 value);approve(address spender, uint256 value);CrowdsaleExt(address _token, PricingStrategy _pricingStrategy, address _multisigWallet, uint _start, uint _end, uint _minimumFundingGoal, bool _isUpdatable, bool _isWhiteListed);investInternal(address receiver, uint128 customerId);preallocate(address receiver, uint fullTokens, uint weiPrice);investWithSignedAddress(address addr, uint128 customerId, uint8 v, bytes32 r, bytes32 s);investWithCustomerId(address addr, uint128 customerId);invest(address addr);buyWithSignedAddress(uint128 customerId, uint8 v, bytes32 r, bytes32 s);buyWithCustomerId(uint128 customerId);buy();finalize();setFinalizeAgent(FinalizeAgent addr);setRequireCustomerId(bool value);setRequireSignedAddress(bool value, address _signerAddress);setEarlyParicipantWhitelist(address addr, bool status, uint minCap, uint maxCap);setEarlyParicipantsWhitelist(address[] addrs, bool[] statuses, uint[] minCaps, uint[] maxCaps);updateEarlyParicipantWhitelist(address addr, address contractAddr, uint tokensBought);updateJoinedCrowdsales(address addr);setLastCrowdsale(address addr);clearJoinedCrowdsales();updateJoinedCrowdsalesMultiple(address[] addrs);setStartsAt(uint time);setEndsAt(uint time);setPricingStrategy(PricingStrategy _pricingStrategy);setMultisig(address addr);loadRefund();refund();isMinimumGoalReached();isFinalizerSane();isPricingSane();getState();setOwnerTestValue(uint val);isCrowdsale();isBreakingCap(uint weiAmount, uint tokenAmount, uint weiRaisedTotal, uint tokensSoldTotal);isBreakingInvestorCap(address receiver, uint tokenAmount);isCrowdsaleFull();assignTokens(address receiver, uint tokenAmount);isToken();transfer(address _to, uint _value);transferFrom(address _from, address _to, uint _value);balanceOf(address _owner);approve(address _spender, uint _value);allowance(address _owner, address _spender);isUpgradeAgent();upgradeFrom(address _from, uint256 _value);UpgradeableToken(address _upgradeMaster);upgrade(uint256 value);setUpgradeAgent(address agent);getUpgradeState();setUpgradeMaster(address master);canUpgrade();setReleaseAgent(address addr);setTransferAgent(address addr, bool state);releaseTokenTransfer();transfer(address _to, uint _value);transferFrom(address _from, address _to, uint _value);setReservedTokensList(address addr, uint inTokens, uint inPercentageUnit, uint inPercentageDecimals);getReservedTokensListValInTokens(address addr);getReservedTokensListValInPercentageUnit(address addr);getReservedTokensListValInPercentageDecimals(address addr);setReservedTokensListMultiple(address[] addrs, uint[] inTokens, uint[] inPercentageUnit, uint[] inPercentageDecimals);mint(address receiver, uint amount);setMintAgent(address addr, bool state);CrowdsaleTokenExt(string _name, string _symbol, uint _initialSupply, uint _decimals, bool _mintable, uint _globalMinCap);releaseTokenTransfer();canUpgrade();setTokenInformation(string _name, string _symbol);ReservedTokensFinalizeAgent(CrowdsaleTokenExt _token, CrowdsaleExt _crowdsale);isSane();finalizeCrowdsale()"
winsvega/solidity,test/libsolidity/syntaxTests/nameAndTypeResolution/202_bytes_reference_compare_operators.sol,""
dltdojo/courses,ethereum/dapps/dao/T100_Ballot.sol,"vote(Ballot ballot, uint8 proposal);Ballot(uint8 _numProposals);giveRightToVote(address voter);delegate(address to);vote(uint8 proposal);winningProposal()"
ethereum/solidity,test/libsolidity/syntaxTests/types/mapping/function_type_return_internal.sol,f(function()
wpypeiyao/Identity-On-Blockchain,node_modules/embark/test_app/app/contracts/simple_storage.sol,SimpleStorage(uint initialValue);set(uint x);get();getS()
ethereum/solidity,test/libsolidity/semanticTests/libraries/external_call_with_function_pointer_parameter.sol,double(uint256 _a);g(uint256 _value)
ethereum/solidity,test/libsolidity/syntaxTests/types/function_types/selector/state_variable_selector_super.sol,""
winsvega/solidity,test/libsolidity/syntaxTests/memberLookup/member_not_unique.sol,a(uint256);a(uint8);f();g()
bobsummerwill/solidity,test/libsolidity/syntaxTests/memberLookup/member_not_unique.sol,a(uint256);a(uint8);f();g()
SafecontractDev/protocol,contracts/bancor_contracts/BancorPriceFloor.sol,BancorPriceFloor(ISmartToken _token);sell();withdraw(uint256 _amount)
stanta/darfchain,ICO/contracts/PresaleFundCollector.sol,"PresaleFundCollector(address _owner, uint _freezeEndsAt, uint _weiMinimumLimit);invest();parcipateCrowdsaleInvestor(address investor);parcipateCrowdsaleAll();refund();setCrowdsale(Crowdsale _crowdsale)"
EarthDollar/farmer,mix/stdc/config.sol,"register(uint id, address service);unregister(uint id);lookup(uint service);lookup(uint256 service);kill();unregister(uint256 id);register(uint256 id,address service)"
bitcoinmeetups/dapp-bin,config/config.sol,"register(uint id, address service);unregister(uint id);lookup(uint service);lookup(uint256 service);kill();unregister(uint256 id);register(uint256 id,address service)"
chriseth/dapp-bin,config/config.sol,"register(uint id, address service);unregister(uint id);lookup(uint service);lookup(uint256 service);kill();unregister(uint256 id);register(uint256 id,address service)"
ethereum/dapp-bin,config/config.sol,"register(uint id, address service);unregister(uint id);lookup(uint service);lookup(uint256 service);kill();unregister(uint256 id);register(uint256 id,address service)"
vaporry/dapp-bin,config/config.sol,"register(uint id, address service);unregister(uint id);lookup(uint service);lookup(uint256 service);kill();unregister(uint256 id);register(uint256 id,address service)"
shahankhatch/dapp-bin,config/config.sol,"register(uint id, address service);unregister(uint id);lookup(uint service);lookup(uint256 service);kill();unregister(uint256 id);register(uint256 id,address service)"
LianaHus/dapp-bin,config/config.sol,"register(uint id, address service);unregister(uint id);lookup(uint service);lookup(uint256 service);kill();unregister(uint256 id);register(uint256 id,address service)"
frozeman/ethereum-smart-contracts,config/config.sol,"register(uint id, address service);unregister(uint id);lookup(uint service);lookup(uint256 service);kill();unregister(uint256 id);register(uint256 id,address service)"
RepublicMaster/dapp-bin,config/config.sol,"register(uint id, address service);unregister(uint id);lookup(uint service);lookup(uint256 service);kill();unregister(uint256 id);register(uint256 id,address service)"
winsvega/solidity,test/libsolidity/syntaxTests/parsing/single_event_arg_trailing_comma.sol,""
bobsummerwill/solidity,test/libsolidity/syntaxTests/parsing/single_event_arg_trailing_comma.sol,""
ethereum/solidity,test/libsolidity/syntaxTests/bound/bound_all.sol,g(function();f();t()
CubicContracts/ice,Cube.sol,"Cube(address _destination, uint _unlockedAfter, Cubic _cubicContract);setId(uint _id);deliver()"
easyMINE/SmartContracts,contracts/ICO/EasyMineIco.sol,"EasyMineIco(address _wallet);setup(address _easyMineToken, address _sys, address _reservationAddress, uint256 _minStartDelay, uint256 _maxDuration);maxTokensSold();totalTokensSold();scheduleStart(uint256 _startBlock);updateStage();buyTokens();reserveTokens(uint256 tokenCount);cleanup();finalize()"
winsvega/solidity,test/libsolidity/syntaxTests/bound/bound_all.sol,g(function();f();t()
bobsummerwill/solidity,test/libsolidity/syntaxTests/bound/bound_all.sol,g(function();f();t()
crypto-coder/Tokens,Token_Contracts/contracts/TimeDecayingTokenBoundaryRange.sol,calculateRangeLength();calculateCurrentDistanceInRange(address _environment)
anzheng67/rosca-contracts,contracts/TestReEntryAttack.sol,setRoscaAddress(address ROSCAContract_);withdrawTwice();contribute();bid(uint256 bid);startRound()
ethereum/solidity,test/libsolidity/semanticTests/functionTypes/struct_with_functions.sol,X();Y();f()
ethereum/solidity,test/libsolidity/syntaxTests/functionTypes/function_type_internal_public_variable.sol,""
ethereum/solidity,test/libsolidity/syntaxTests/errors/weird1.sol,""
shahankhatch/dapp-bin,wallet/wallet.sol,"multiowned(address[] _owners, uint _required);revoke(bytes32 _operation);changeOwner(address _from, address _to);addOwner(address _owner);removeOwner(address _owner);changeRequirement(uint _newRequired);isOwner(address _addr);hasConfirmed(bytes32 _operation, address _owner);confirmAndCheck(bytes32 _operation);reorganizeOwners();clearPending();daylimit(uint _limit);setDailyLimit(uint _newLimit);resetSpentToday();underLimit(uint _value);today();changeOwner(address _from, address _to);execute(address _to, uint _value, bytes _data);confirm(bytes32 _h);Wallet(address[] _owners, uint _required, uint _daylimit);kill(address _to);execute(address _to, uint _value, bytes _data);confirm(bytes32 _h);clearPending()"
RepublicMaster/dapp-bin,wallet/wallet.sol,"multiowned(address[] _owners, uint _required);revoke(bytes32 _operation);changeOwner(address _from, address _to);addOwner(address _owner);removeOwner(address _owner);changeRequirement(uint _newRequired);isOwner(address _addr);hasConfirmed(bytes32 _operation, address _owner);confirmAndCheck(bytes32 _operation);reorganizeOwners();clearPending();daylimit(uint _limit);setDailyLimit(uint _newLimit);resetSpentToday();underLimit(uint _value);today();changeOwner(address _from, address _to);execute(address _to, uint _value, bytes _data);confirm(bytes32 _h);Wallet(address[] _owners, uint _required, uint _daylimit);kill(address _to);execute(address _to, uint _value, bytes _data);confirm(bytes32 _h);clearPending()"
ethereum/solidity,test/libsolidity/syntaxTests/types/function_types/selector/state_variable_selector_not_pure.sol,""
winsvega/solidity,test/libsolidity/syntaxTests/parsing/multiple_return_param_trailing_comma.sol,""
bobsummerwill/solidity,test/libsolidity/syntaxTests/parsing/multiple_return_param_trailing_comma.sol,""
winsvega/solidity,test/libsolidity/syntaxTests/nameAndTypeResolution/198_integer_boolean_not.sol,""
darcius/rocketpool-crowdsale,contracts/sales/RocketPoolCrowdsale.sol,RocketPoolCrowdsale(address _tokenContractAddress);claimTokensAndRefund();ownerClaimTokensAndRefundForUser(address _contributerAddress);sendTokensAndRefund(address _contributerAddress);setSaleDepositsAllowed(bool _set);kill()
tokenai/tokenai-network-token,contracts/MultisigWallet.sol,"MultiSigWallet(address[] _owners, uint _required);addOwner(address owner);removeOwner(address owner);replaceOwner(address owner, address newOwner);changeRequirement(uint _required);submitTransaction(address destination, uint value, bytes data);confirmTransaction(uint transactionId);revokeConfirmation(uint transactionId);executeTransaction(uint transactionId);isConfirmed(uint transactionId);addTransaction(address destination, uint value, bytes data);getConfirmationCount(uint transactionId);getTransactionCount(bool pending, bool executed);getOwners();getConfirmations(uint transactionId);getTransactionIds(uint from, uint to, bool pending, bool executed)"
